source_key,source_type,status,database_fragment_id,date,diary,page_name,place_after,image_relative_path,database_sequence,reason
"fragments/1828/12/22-img2866-left","LEGACY","MATCHED_EXACT","377","1828-12-22","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/23-img2866-left","LEGACY","MATCHED_EXACT","378","1828-12-23","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/24-img2866-left","LEGACY","MATCHED_EXACT","379","1828-12-24","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/25-img2866-left","LEGACY","MATCHED_EXACT","380","1828-12-25","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/26-img2866-right","LEGACY","MATCHED_EXACT","381","1828-12-26","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/27-img2866-right","LEGACY","MATCHED_EXACT","382","1828-12-27","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/28-img2866-right","LEGACY","MATCHED_EXACT","383","1828-12-28","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/29-img2866-right","LEGACY","MATCHED_EXACT","384","1828-12-29","diary-1828-and-1829-and-jan-1830","img2866","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/30-img2867-left","LEGACY","MATCHED_EXACT","385","1828-12-30","diary-1828-and-1829-and-jan-1830","img2867","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1828/12/31-img2867-left","LEGACY","MATCHED_EXACT","386","1828-12-31","diary-1828-and-1829-and-jan-1830","img2867","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/01-dc-highlights-1829","LEGACY","MATCHED_EXACT","387","1829-01-01","","","","","2.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/01-img2867-right","LEGACY","MATCHED_EXACT","388","1829-01-01","diary-1828-and-1829-and-jan-1830","img2867","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/02-img2867-right","LEGACY","MATCHED_EXACT","389","1829-01-02","diary-1828-and-1829-and-jan-1830","img2867","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/03-img2867-right","LEGACY","MATCHED_EXACT","390","1829-01-03","diary-1828-and-1829-and-jan-1830","img2867","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/04-img2867-right","LEGACY","MATCHED_EXACT","391","1829-01-04","diary-1828-and-1829-and-jan-1830","img2867","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/05-img2868-left","LEGACY","MATCHED_EXACT","392","1829-01-05","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/06-img2868-left","LEGACY","MATCHED_EXACT","393","1829-01-06","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/07-img2868-left","LEGACY","MATCHED_EXACT","394","1829-01-07","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/08-img2868-left","LEGACY","MATCHED_EXACT","395","1829-01-08","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/08-img2868-right","LEGACY","POSSIBLE_EDITED_MATCH","2300","1829-01-08","diary-1828-and-1829-and-jan-1830","img2868","","","2.0000","only remaining row with the same date and Page context; HTML differs and review is required"
"fragments/1829/01/09-img2868-right","LEGACY","MATCHED_EXACT","396","1829-01-09","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/10-img2868-right","LEGACY","MATCHED_EXACT","397","1829-01-10","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/11-img2868-right","LEGACY","MATCHED_EXACT","398","1829-01-11","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/12-img2868-right","LEGACY","MATCHED_EXACT","399","1829-01-12","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/13-img2868-right","LEGACY","MATCHED_EXACT","400","1829-01-13","diary-1828-and-1829-and-jan-1830","img2868","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/14-img2869-left","LEGACY","MATCHED_EXACT","401","1829-01-14","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/15-img2869-left","LEGACY","MATCHED_EXACT","402","1829-01-15","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/16-img2869-left","LEGACY","MATCHED_EXACT","403","1829-01-16","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/17-img2869-left","LEGACY","MATCHED_EXACT","404","1829-01-17","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/18-img2869-left","LEGACY","MATCHED_EXACT","405","1829-01-18","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/19-img2869-left","LEGACY","MATCHED_EXACT","406","1829-01-19","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/20-img2869-right","LEGACY","MATCHED_EXACT","407","1829-01-20","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/21-img2869-right","LEGACY","MATCHED_EXACT","408","1829-01-21","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/22-img2869-right","LEGACY","MATCHED_EXACT","409","1829-01-22","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/23-img2869-right","LEGACY","MATCHED_EXACT","410","1829-01-23","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/24-img2869-right","LEGACY","MATCHED_EXACT","411","1829-01-24","diary-1828-and-1829-and-jan-1830","img2869","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/25-img2870-left","LEGACY","MATCHED_EXACT","412","1829-01-25","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/26-img2870-left","LEGACY","MATCHED_EXACT","413","1829-01-26","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/27-img2870-left","LEGACY","MATCHED_EXACT","414","1829-01-27","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/28-img2870-left","LEGACY","MATCHED_EXACT","415","1829-01-28","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/29-img2870-left","LEGACY","MATCHED_EXACT","416","1829-01-29","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/30-img2870-right","LEGACY","MATCHED_EXACT","417","1829-01-30","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/01/31-img2870-right","LEGACY","MATCHED_EXACT","418","1829-01-31","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/01-img2870-right","LEGACY","MATCHED_EXACT","419","1829-02-01","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/02-img2870-right","LEGACY","MATCHED_EXACT","420","1829-02-02","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/03-img2870-right","LEGACY","MATCHED_EXACT","421","1829-02-03","diary-1828-and-1829-and-jan-1830","img2870","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/04-img2871-left","LEGACY","MATCHED_EXACT","422","1829-02-04","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/05-img2871-left","LEGACY","MATCHED_EXACT","423","1829-02-05","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/06-img2871-left","LEGACY","MATCHED_EXACT","424","1829-02-06","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/07-img2871-left","LEGACY","MATCHED_EXACT","425","1829-02-07","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/08-img2871-left","LEGACY","MATCHED_EXACT","426","1829-02-08","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/09-img2871-right","LEGACY","MATCHED_EXACT","427","1829-02-09","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/10-img2871-right","LEGACY","MATCHED_EXACT","428","1829-02-10","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/11-img2871-right","LEGACY","MATCHED_EXACT","429","1829-02-11","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/12-img2871-right","LEGACY","MATCHED_EXACT","430","1829-02-12","diary-1828-and-1829-and-jan-1830","img2871","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/13-img2872-left","LEGACY","MATCHED_EXACT","431","1829-02-13","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/14-img2872-left","LEGACY","MATCHED_EXACT","432","1829-02-14","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/15-img2872-left","LEGACY","MATCHED_EXACT","433","1829-02-15","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/16-img2872-left","LEGACY","MATCHED_EXACT","434","1829-02-16","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/17-img2872-right","LEGACY","MATCHED_EXACT","435","1829-02-17","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/18-img2872-right","LEGACY","MATCHED_EXACT","436","1829-02-18","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/19-img2872-right","LEGACY","MATCHED_EXACT","437","1829-02-19","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/20-img2872-right","LEGACY","MATCHED_EXACT","438","1829-02-20","diary-1828-and-1829-and-jan-1830","img2872","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/21-img2873-left","LEGACY","MATCHED_EXACT","439","1829-02-21","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/22-img2873-left","LEGACY","MATCHED_EXACT","440","1829-02-22","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/23-img2873-left","LEGACY","MATCHED_EXACT","441","1829-02-23","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/24-img2873-left","LEGACY","MATCHED_EXACT","442","1829-02-24","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/25-img2873-right","LEGACY","MATCHED_EXACT","443","1829-02-25","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/26-img2873-right","LEGACY","MATCHED_EXACT","444","1829-02-26","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/27-img2873-right","LEGACY","MATCHED_EXACT","445","1829-02-27","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/02/28-img2873-right","LEGACY","MATCHED_EXACT","446","1829-02-28","diary-1828-and-1829-and-jan-1830","img2873","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/01-img2874-left","LEGACY","MATCHED_EXACT","447","1829-03-01","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/02-img2874-left","LEGACY","MATCHED_EXACT","448","1829-03-02","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/03-img2874-left","LEGACY","MATCHED_EXACT","449","1829-03-03","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/04-img2874-left","LEGACY","MATCHED_EXACT","450","1829-03-04","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/05-img2874-left","LEGACY","MATCHED_EXACT","451","1829-03-05","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/06-img2874-right","LEGACY","MATCHED_EXACT","452","1829-03-06","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/07-img2874-right","LEGACY","MATCHED_EXACT","453","1829-03-07","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/08-img2874-right","LEGACY","MATCHED_EXACT","454","1829-03-08","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/09-img2874-right","LEGACY","MATCHED_EXACT","455","1829-03-09","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/10-img2874-right","LEGACY","MATCHED_EXACT","456","1829-03-10","diary-1828-and-1829-and-jan-1830","img2874","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/11-img2875-left","LEGACY","MATCHED_EXACT","457","1829-03-11","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/12-img2875-left","LEGACY","MATCHED_EXACT","458","1829-03-12","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/13-img2875-left","LEGACY","MATCHED_EXACT","459","1829-03-13","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/14-img2875-left","LEGACY","MATCHED_EXACT","460","1829-03-14","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/15-img2875-left","LEGACY","MATCHED_EXACT","461","1829-03-15","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/16-img2875-left","LEGACY","MATCHED_EXACT","462","1829-03-16","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/17-img2875-right","LEGACY","MATCHED_EXACT","463","1829-03-17","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/18-img2875-right","LEGACY","MATCHED_EXACT","464","1829-03-18","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/19-img2875-right","LEGACY","MATCHED_EXACT","465","1829-03-19","diary-1828-and-1829-and-jan-1830","img2875","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/20-img2876-left","LEGACY","MATCHED_EXACT","466","1829-03-20","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/21-img2876-left","LEGACY","MATCHED_EXACT","467","1829-03-21","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/22-img2876-left","LEGACY","MATCHED_EXACT","468","1829-03-22","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/23-img2876-left","LEGACY","MATCHED_EXACT","469","1829-03-23","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/24-img2876-right","LEGACY","MATCHED_EXACT","470","1829-03-24","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/25-img2876-right","LEGACY","MATCHED_EXACT","471","1829-03-25","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/26-img2876-right","LEGACY","MATCHED_EXACT","472","1829-03-26","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/27-img2876-right","LEGACY","MATCHED_EXACT","473","1829-03-27","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/28-img2876-right","LEGACY","MATCHED_EXACT","474","1829-03-28","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/29-img2876-right","LEGACY","MATCHED_EXACT","475","1829-03-29","diary-1828-and-1829-and-jan-1830","img2876","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/30-img2877-left","LEGACY","MATCHED_EXACT","476","1829-03-30","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/03/31-img2877-left","LEGACY","MATCHED_EXACT","477","1829-03-31","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/01-img2877-left","LEGACY","MATCHED_EXACT","478","1829-04-01","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/02-img2877-left","LEGACY","MATCHED_EXACT","479","1829-04-02","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/03-img2877-left","LEGACY","MATCHED_EXACT","480","1829-04-03","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/04-img2877-right","LEGACY","MATCHED_EXACT","481","1829-04-04","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/05-img2877-right","LEGACY","MATCHED_EXACT","482","1829-04-05","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/06-img2877-right","LEGACY","MATCHED_EXACT","483","1829-04-06","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/07-img2877-right","LEGACY","MATCHED_EXACT","484","1829-04-07","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/08-img2877-right","LEGACY","MATCHED_EXACT","485","1829-04-08","diary-1828-and-1829-and-jan-1830","img2877","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/09-img2878-left","LEGACY","MATCHED_EXACT","486","1829-04-09","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/10-img2878-left","LEGACY","MATCHED_EXACT","487","1829-04-10","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/11-img2878-left","LEGACY","MATCHED_EXACT","488","1829-04-11","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/12-img2878-left","LEGACY","MATCHED_EXACT","489","1829-04-12","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/13-img2878-right","LEGACY","MATCHED_EXACT","490","1829-04-13","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/14-img2878-right","LEGACY","MATCHED_EXACT","491","1829-04-14","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/15-img2878-right","LEGACY","MATCHED_EXACT","492","1829-04-15","diary-1828-and-1829-and-jan-1830","img2878","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/16-img2878-left-continuation","LEGACY","AMBIGUOUS_CONTEXT","","1829-04-16","diary-1828-and-1829-and-jan-1830","img2878","","","","2 unmatched source rows and 2 unmatched database rows share the date and Page context"
"fragments/1829/04/16-img2878-right","LEGACY","AMBIGUOUS_CONTEXT","","1829-04-16","diary-1828-and-1829-and-jan-1830","img2878","","","","2 unmatched source rows and 2 unmatched database rows share the date and Page context"
"fragments/1829/04/17-img2879-left","LEGACY","MATCHED_EXACT","494","1829-04-17","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/18-img2879-left","LEGACY","MATCHED_EXACT","495","1829-04-18","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/19-img2879-left","LEGACY","MATCHED_EXACT","496","1829-04-19","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/20-img2879-left","LEGACY","MATCHED_EXACT","497","1829-04-20","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/21-img2879-right","LEGACY","MATCHED_EXACT","498","1829-04-21","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/22-img2879-right","LEGACY","MATCHED_EXACT","499","1829-04-22","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/23-img2879-right","LEGACY","MATCHED_EXACT","500","1829-04-23","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/24-img2879-right","LEGACY","MATCHED_EXACT","501","1829-04-24","diary-1828-and-1829-and-jan-1830","img2879","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/25-img2880-left","LEGACY","MATCHED_EXACT","502","1829-04-25","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/26-img2880-left","LEGACY","MATCHED_EXACT","503","1829-04-26","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/27-img2880-left","LEGACY","MATCHED_EXACT","504","1829-04-27","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/28-img2880-left","LEGACY","MATCHED_EXACT","505","1829-04-28","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/29-img2880-right","LEGACY","MATCHED_EXACT","506","1829-04-29","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/04/30-img2880-right","LEGACY","MATCHED_EXACT","507","1829-04-30","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/01-img2880-right","LEGACY","MATCHED_EXACT","508","1829-05-01","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/02-img2880-right","LEGACY","MATCHED_EXACT","509","1829-05-02","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/03-img2880-right","LEGACY","MATCHED_EXACT","510","1829-05-03","diary-1828-and-1829-and-jan-1830","img2880","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/04-img2881-left","LEGACY","MATCHED_EXACT","511","1829-05-04","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/05-img2881-left","LEGACY","MATCHED_EXACT","512","1829-05-05","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/06-img2881-left","LEGACY","MATCHED_EXACT","513","1829-05-06","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/07-img2881-left","LEGACY","MATCHED_EXACT","514","1829-05-07","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/08-img2881-left","LEGACY","MATCHED_EXACT","515","1829-05-08","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/09-img2881-right","LEGACY","MATCHED_EXACT","516","1829-05-09","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/10-img2881-right","LEGACY","MATCHED_EXACT","517","1829-05-10","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/11-img2881-right","LEGACY","MATCHED_EXACT","518","1829-05-11","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/12-img2881-right","LEGACY","MATCHED_EXACT","519","1829-05-12","diary-1828-and-1829-and-jan-1830","img2881","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/13-img2882-left","LEGACY","MATCHED_EXACT","520","1829-05-13","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/14-img2882-left","LEGACY","MATCHED_EXACT","521","1829-05-14","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/15-img2882-left","LEGACY","MATCHED_EXACT","522","1829-05-15","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/16-img2882-left","LEGACY","MATCHED_EXACT","523","1829-05-16","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/17-img2882-left","LEGACY","MATCHED_EXACT","524","1829-05-17","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/17-img2882-right","LEGACY","POSSIBLE_EDITED_MATCH","2302","1829-05-17","diary-1828-and-1829-and-jan-1830","img2882","","","2.0000","only remaining row with the same date and Page context; HTML differs and review is required"
"fragments/1829/05/18-img2882-right","LEGACY","MATCHED_EXACT","525","1829-05-18","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/19-img2882-right","LEGACY","MATCHED_EXACT","526","1829-05-19","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
"fragments/1829/05/20-img2882-right","LEGACY","MATCHED_EXACT","527","1829-05-20","diary-1828-and-1829-and-jan-1830","img2882","","","1.0000","date, Page context and imported HTML hash match"
